song_id,album_id,singer,title,genre,like_num,comment_num,lyricists,composers,arrangers
37140709,11391902,TWS (투어스),첫 만남은 계획대로 되지 않아,댄스,165128,2019,3679765|446175|2242475|2854631|2926813,3679765|2242475|2746431|890446|3062390|2854631|2926813|686367|2019282,3679765|2242475|890446|2854631|2746431
37138469,11402655,i-dle (아이들),나는 아픈 건 딱 질색이니까,댄스,172873,2284,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
37524037,11487023,aespa,Supernova,댄스,185521,6208,605098,605098|3804145|883258,883258
37145732,11404142,아이유,Love wins all,발라드,215503,2203,261143,1759925,1759925
31927275,10307346,DAY6 (데이식스),한 페이지가 될 수 있게,록/메탈,360394,3073,895389,895387|895386|895389|895390|622071,622071
37023625,11376816,임재현,비의 랩소디,발라드,105327,673,1033|1829,1033,2901535
30232719,10036099,DAY6 (데이식스),예뻤어,록/메탈,375289,4780,895389,622071|635719|895390|895389,622071|635719
37347911,11450069,아일릿(ILLIT),Magnetic,댄스,138233,2925,606458|4079|3748994|2882221|2084995|944323|2242706|3749000|781327|698224|2880151|2958898|3748995,606458|4079|3748994|2882221|2084995|944323|2242706|3749000|781327|698224|2880151|2958898|3748995,
37228861,11421941,이창섭,천상연,발라드,136439,465,1841,1841,634991|2911636
37373234,11454681,QWER,고민중독,록/메탈,151538,1181,3610893|2925591|1758439|2854860|3610638,3610893|2859608|2854860|2925591|2297197,3610893|2297197
37003911,11372896,태연 (TAEYEON),To. X,R&B/Soul,175904,1062,605098,2961911|3620519|3054048,2961911|3620519
37053556,11382987,이무진,에피소드,록/메탈,133956,562,2138620,2138620|13476|873855|1460593,13476|873855
36699489,11305759,너드커넥션 (Nerd Connection),그대만 있다면 (여름날 우리 X 너드커넥션 (Nerd Connection)),발라드,160157,204,1844,1844,680692
37390939,11459325,이클립스 (ECLIPSE),소나기,"발라드, 국내드라마",188197,2259,10515|751075,10515|608880|751073,2020891
37563682,11475749,NewJeans,How Sweet,댄스,154039,3188,3116925|2242048|3806703|2751687|3806705|964103|3116666,640712|2242048|3806703|2751687|3806705|964103,640712
37194943,11415997,비비 (BIBI),밤양갱,R&B/Soul,152248,970,611343,611343,611343
37323943,11444397,DAY6 (데이식스),Welcome to the Show,록/메탈,187949,1264,895389,895386|895389|895390|622071,622071
36382580,11227533,박재정,헤어지자 말해요,발라드,190003,1537,738480,738480|3206190,3206190
37460832,11474894,지코 (ZICO),SPOT! (feat. JENNIE),랩/힙합,128472,957,602056,602056|2641293|993719,602056|2641293|993719
36956630,11362544,aespa,Drama,댄스,111022,1426,994390|2740729,993719|3461128|1458723|2641415,993719
36356993,11211297,IVE (아이브),I AM,댄스,233604,3370,511981,861809|3069364|3236198|3320320,861809|3236198|3069364
34451383,10821699,범진,인사,"발라드, 인디음악",153310,295,2189803|3061770,2189803,2901535
35454426,11011565,NewJeans,Hype Boy,댄스,312432,2813,3116925|777544|3116665,640712|777544,640712
36910957,11352904,LE SSERAFIM (르세라핌),Perfect Night,댄스,123250,2615,828992|741850|3055641|4079|3613012|698224|781327|3613014|3093330|2892835|2631066|828526,828992|741850|3055641|4079|3613012|698224|781327|3613014|3093330|2892835|2631066|828526,
37098744,11394065,RIIZE,Love 119,댄스,132212,2221,3680528|785725|1066118|612432,2967881|2117527|2895877|946797,2914866|946797
37463572,11475530,IVE (아이브),해야 (HEYA),댄스,93260,1584,717179|923695|868394,861809|895733|3750723|3759115|2895886|2895887,861809|883258|3750723|2400790
4446485,2232505,성시경,너의 모든 순간,"발라드, 국내드라마",312140,604,4353,3305,6971
36617841,11286070,정국,Seven (feat. Latto) - Clean Ver.,댄스,226542,5164,915226|873690|3459292|3472605|1285300,915226|873690|3459292|3472605|1285300,
32061975,10331947,AKMU (악뮤),"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",발라드,487835,2851,712453,712453,1285726
37344905,11449278,Crush,미안해 미워해 사랑해,"발라드, 국내드라마",110785,286,170616|774083,170616|774083,170616|774083
34061322,10735654,임영웅,사랑은 늘 도망가,"발라드, 국내드라마",231779,11079,9712,13692,1461084
37657039,11517951,이영지,Small girl (feat. 도경수(D.O.)),랩/힙합,167208,1093,2636153,602271|2636153,602271
35945927,11127145,NewJeans,Ditto,댄스,306802,3953,777544|276166|773385|3116664,640712|777544,640712
34657844,10871162,멜로망스,사랑인가 봐,"발라드, 국내드라마",230229,317,839736,839732,839735
37464459,11475749,NewJeans,Bubble Gum,댄스,119677,1086,3116925|3806704|894861,640712|3806704|894861,640712
36635522,11281456,NewJeans,ETA,댄스,146581,1382,3116925|777544|532029,640712|777544,640712
36599950,11281456,NewJeans,Super Shy,댄스,179727,1807,3116925|991182|2566859|3470802|3116666,3470800|2566859|3470802,3470800
37323944,11444397,DAY6 (데이식스),HAPPY,록/메탈,202950,2174,895389,895386|895390|622071,622071
36616378,11285867,우디 (Woody),사막에서 꽃을 피우듯,발라드,111842,855,2896926,2896926,788430
31666417,10260858,잔나비,주저하는 연인들을 위해,"인디음악, 록/메탈",448599,3666,772258,772258|772255|772257,772258|772255|772257|763974
37524038,11487023,aespa,Armageddon,댄스,95993,1700,994390,1458723|924416|3461128|993719,993719
36713849,11309190,AKMU (악뮤),Love Lee,댄스,132235,715,712453,712453|1705340|994501,
37225604,11407156,LE SSERAFIM (르세라핌),EASY,랩/힙합,75371,1938,3613012|2118144|3689679|3689696|3689664|2867316|710659|828992|741850|4079,3613012|2118144|3689679|3689696|3689664|2867316|710659|828992|741850|4079,
34819473,10903868,윤하 (YOUNHA),사건의 지평선,록/메탈,339799,3255,203912,203912|2645474,2645474|510242
36717264,11309832,RIIZE,Get A Guitar,댄스,120173,1313,3561409|994390,839379|839380|2868971|3100257,2890079
38120327,11619809,"로제 (ROSÉ), Bruno Mars",APT.,댄스,217258,2634,995171|2878391|3957494|3688384|3957499|708751|495811|2633319|2750810|52245|3957502,995171|2878391|3957494|3688384|3957499|708751|495811|2633319|2750810|52245|3957502,495811|3459292|3957499|3688384
37069064,11386568,순순희(지환),슬픈 초대장,"발라드, 인디음악",74683,65,3808,46877,753294
30962526,10149492,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)","발라드, 국내드라마",437920,1131,781005,781005,781005
34431086,10816959,김민석,취중고백,발라드,202610,421,602674,602674,2761343
33496587,10610525,"경서예지, 전건호",다정히 내 이름을 부르면,발라드,217868,381,641751|237650,641751|237650,641751
36430773,11240232,i-dle (아이들),퀸카 (Queencard),댄스,151279,2122,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
36930793,11356868,VIVIZ (비비지),MANIAC,댄스,71982,3899,2880147,2895886|2895887|2635617|3614649|3478501,2400790
37064763,11385577,태연 (TAEYEON),꿈,"발라드, 국내드라마",56283,170,19,19,614871|2296984
36416114,11236264,aespa,Spicy,댄스,148743,2724,994390,2203861|2203860|2006833|1704486,2403793|2873562
36110996,11166539,부석순 (SEVENTEEN),파이팅 해야지 (Feat. 이영지),댄스,212889,4494,868677|602061|868682|874344|874347|2636153,868677|602061|868682|868678|923991,
35454425,11011565,NewJeans,Attention,댄스,258898,3022,3116925|3116926|3116666,640712|3116926,640712
37737619,11533515,i-dle (아이들),클락션 (Klaxon),댄스,67262,1004,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
34908740,10923444,임영웅,우리들의 블루스,발라드,120711,4589,3090135,47111|1702434,47111|1702434
37693124,11525661,KISS OF LIFE,Sticky,댄스,93997,921,2559697|3157387|3106256,2622003|3048947|2955788|3157387,2622003|3048947
34847378,10909179,IVE (아이브),LOVE DIVE,댄스,260746,2897,631031,3087232|3087234|3087238,3087238
32872978,10479150,방탄소년단,Dynamite,댄스,469933,19045,2887250|1648191,2887250|1648191,
36595401,11280645,로이킴,"잘 지내자, 우리 (여름날 우리 X 로이킴)",발라드,105133,174,731775|197928,197928,721526|861136
35985167,11127145,NewJeans,OMG,댄스,224141,9542,3116925|777544|3116665,991183|777544|907465,991183
37373808,11454802,BABYMONSTER,SHEESH,R&B/Soul,67490,1469,612483|2891287|2881291|2924494|2880279|3750560,612483|2924494|1870|2891287|2881291|2880279|3750560,2924494|612483|1870|627331
30244931,10037969,방탄소년단,봄날,랩/힙합,513542,14290,168642|725991|1203128|4079|1459544|1203125|725988,168642|725991|1203128|4079|1459544|1203125|725988,
36502910,11258233,임영웅,모래 알갱이,발라드,72567,3315,994944|3462448|946140,994944|3462448|946140,3462447
36871671,11333459,IVE (아이브),Baddie,댄스,78436,1263,2744750|2731429|861809,861809|3320348|3320345|781327,861809|3320355|3320358
36334401,11215072,임한별,사랑하지 않아서 그랬어,발라드,76254,243,3135555,3135555,3135555|3257247|3136140
36852553,11339556,제니 (JENNIE),You & Me,댄스,80396,681,605902|924443,605902|756340|2748606,756340|2748606
35008524,10923444,임영웅,다시 만날 수 있을까,발라드,97632,3051,1088,1088,610062
37225606,11407156,LE SSERAFIM (르세라핌),Smart,R&B/Soul,53475,836,828992|741850|710659|3454140|3231903|3139066|4079|2945402|3093330|3689659|3128482|2867316|3689654|3127498,828992|741850|710659|3454140|3231903|3139066|4079|2945402|3093330|3689659|3128482|2867316|3689654|3127498|4339130,
37248283,11427101,PLAVE,WAY 4 LUV,록/메탈,80699,4937,3207401|722679,3207401|722679,
36180700,11180278,DK(디셈버),심(心),록/메탈,92905,479,6255,3471,680692
37222942,11404142,아이유,홀씨,랩/힙합,63372,487,261143,60168|60272|261143,60168|60272
36062335,11154218,순순희(기태),그대가 내 안에 박혔다(그내박),"발라드, 인디음악",53837,91,205746|1703036,674327,674327
32508053,10412319,임영웅,이제 나만 믿어요,성인가요/트로트,182948,6664,511981,4676,4676|602391
4352438,2219671,EXO,첫 눈,발라드,305217,4464,605098,605098|49694,605098
38123332,11620540,aespa,Whiplash,댄스,146584,2027,3807247,3978398|751133|991788|3750722,3750722|751133
36713850,11309190,AKMU (악뮤),후라이의 꿈,포크/블루스,139958,667,712453,712453|12081,
36391236,11229537,세븐틴 (SEVENTEEN),손오공,댄스,192689,2679,868677|602061|868678|868679,868677|602061|875079,
36855841,11340391,임영웅,Do or Die,댄스,53135,3393,3100548|994944,666058|3574390,666058
35008525,10923444,임영웅,무지개,록/메탈,85771,1413,1956086|714723,714723|1956086,1956086|714723|3093396
36318125,11211297,IVE (아이브),Kitsch,댄스,165892,2213,717179|612435,861809|3236197|3236198|3236196|3236195|3236194|718939|2750866,861809|3236198|718939|2750866
37375706,11455285,이무진,청혼하지 않을 이유를 못 찾았어,발라드,63888,233,2138620|3749523|957863|3478488,2138620|1759925|3455360,1759925
37138464,11402655,i-dle (아이들),Super Lady,댄스,42367,1047,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
35252996,10975276,#안녕,해요 (2022),"발라드, 인디음악",108654,147,428,781,875358|2639302
35834583,11102375,임영웅,London Boy,록/메탈,71074,2789,994944|2637391,994944|2637391,540661
38077932,11610170,aespa,UP (KARINA Solo),댄스,115334,2039,2899557,606458|3571996|3572006|3055641|3946370|2972563|3231903|3107709,606458|3946370
36778869,11323044,도경수(D.O.),별 떨어진다 (I Do),발라드,110286,798,3059039,861809|3320372|2295598|2935569|2935568,861809|3320372
36440243,11242411,지아,사랑..그게 뭔데,발라드,56384,111,673,3885,2867136
38022274,11580909,QWER,내 이름 맑음,록/메탈,103102,996,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
37051616,11382496,볼빨간사춘기,사랑할 수밖에,"발라드, 인디음악",75886,250,960306,960306|608300,608300
36404853,11233031,허각,물론,발라드,70070,142,3616,4676,2867136
35834584,11102375,임영웅,Polaroid,록/메탈,61719,1548,2637391,56789|2637391|2862204,2862204|56789
37640352,11456179,RIIZE,Boom Boom Bass,댄스,85452,1579,3811794|785725,839380|839379|2868971|3100257,2890079
35008534,10923444,임영웅,인생찬가,발라드,63481,982,3853,3853|2140104,2140104|1865770
35546497,11034298,IVE (아이브),After LIKE,댄스,249195,3539,631031,861809|778337|3122328|3122333|3122331|3122332,861809|778337|2059609|2400067
37248286,11427101,PLAVE,우리 영화,랩/힙합,62130,1399,3207401|3064434|2402476,3207401|3064434|2402476,
37884934,11564698,프로미스나인,Supersonic,댄스,87247,2329,2896023|2398376|3879529|3461461|3374493|2190059|3879530|2973311|1202385,2190059|3879530|2973311|1202385|2242475|3879531,
37138471,11402655,i-dle (아이들),Wife,댄스,37209,636,1050107,1050107|2971650|2940838|778848,2971650|2940838|778848|1050107
35945927,11127145,NewJeans,Ditto,댄스,306802,3953,777544|276166|773385|3116664,640712|777544,640712
35454426,11011565,NewJeans,Hype Boy,댄스,312432,2813,3116925|777544|3116665,640712|777544,640712
36356993,11211297,IVE (아이브),I AM,댄스,233604,3370,511981,861809|3069364|3236198|3320320,861809|3236198|3069364
35985167,11127145,NewJeans,OMG,댄스,224141,9542,3116925|777544|3116665,991183|777544|907465,991183
34819473,10903868,윤하 (YOUNHA),사건의 지평선,록/메탈,339799,3255,203912,203912|2645474,2645474|510242
36318125,11211297,IVE (아이브),Kitsch,댄스,165892,2213,717179|612435,861809|3236197|3236198|3236196|3236195|3236194|718939|2750866,861809|3236198|718939|2750866
36430773,11240232,i-dle (아이들),퀸카 (Queencard),댄스,151279,2122,1050107,1050107|778848|2971650|2940838,778848|2971650|2940838|1050107
35454425,11011565,NewJeans,Attention,댄스,258898,3022,3116925|3116926|3116666,640712|3116926,640712
36382580,11227533,박재정,헤어지자 말해요,발라드,190003,1537,738480,738480|3206190,3206190
35546497,11034298,IVE (아이브),After LIKE,댄스,249195,3539,631031,861809|778337|3122328|3122333|3122331|3122332,861809|778337|2059609|2400067
36416114,11236264,aespa,Spicy,댄스,148743,2724,994390,2203861|2203860|2006833|1704486,2403793|2873562
35729104,11078496,LE SSERAFIM (르세라핌),ANTIFRAGILE,댄스,169900,1986,828992|741850|3132364|4079|2947942|2204052|2086744|2639796|2867219|2084995,828992|741850|3132364|4079|2947942|2204052|2086744|2639796|2867219|2084995,
34847378,10909179,IVE (아이브),LOVE DIVE,댄스,260746,2897,631031,3087232|3087234|3087238,3087238
36599950,11281456,NewJeans,Super Shy,댄스,179727,1807,3116925|991182|2566859|3470802|3116666,3470800|2566859|3470802,3470800
36110996,11166539,부석순 (SEVENTEEN),파이팅 해야지 (Feat. 이영지),댄스,212889,4494,868677|602061|868682|874344|874347|2636153,868677|602061|868682|868678|923991,
36411342,11234678,LE SSERAFIM (르세라핌),UNFORGIVEN (feat. Nile Rodgers),댄스,120679,1575,3454601|828992|741850|710659|1759392|2967244|3454131|612441|612437|3106439|2625699|3072079|2086744|2400353|3454133|3454134|3454135|3051676,3454601|828992|741850|710659|1759392|2967244|3454131|612441|612437|3106439|2625699|3072079|2086744|2400353|3454133|3454134|3454135|3051676,
36331121,11214411,지수 (JISOO),꽃,댄스,125925,1587,2748606|608455|2735646|605902,756340|2735646|608455,756340
34061322,10735654,임영웅,사랑은 늘 도망가,"발라드, 국내드라마",231779,11079,9712,13692,1461084
4446485,2232505,성시경,너의 모든 순간,"발라드, 국내드라마",312140,604,4353,3305,6971
34657844,10871162,멜로망스,사랑인가 봐,"발라드, 국내드라마",230228,317,839736,839732,839735
36105548,11165170,STAYC(스테이씨),Teddy Bear,댄스,114511,1761,778973|601912,778973|628831,487740|628831
36617841,11286070,정국,Seven (feat. Latto) - Clean Ver.,댄스,226542,5164,915226|873690|3459292|3472605|1285300,915226|873690|3459292|3472605|1285300,
36180700,11180278,DK(디셈버),심(心),록/메탈,92905,479,6255,3471,680692
36411344,11234678,LE SSERAFIM (르세라핌),"이브, 프시케 그리고 푸른 수염의 아내",댄스,118241,1140,828992|741850|4079|3454142|3454144|3106439|2855693|3454140|3093330|3093351|2084995,828992|741850|4079|3454142|3454144|3106439|2855693|3454140|3093330|3093351|2084995,
35931532,11124139,NCT DREAM,Candy,댄스,187933,7436,8847,8847,605098
36635522,11281456,NewJeans,ETA,댄스,146581,1382,3116925|777544|532029,640712|777544,640712
35252996,10975276,#안녕,해요 (2022),"발라드, 인디음악",108654,147,428,781,875358|2639302
34431086,10816959,김민석,취중고백,발라드,202609,421,602674,602674,2761343
36391236,11229537,세븐틴 (SEVENTEEN),손오공,댄스,192689,2679,868677|602061|868678|868679,868677|602061|875079,
35730562,11078852,i-dle (아이들),Nxde,댄스,164145,2167,1050107,1050107|778848|2006131,778848|2006131|1050107
36713849,11309190,AKMU (악뮤),Love Lee,댄스,132235,715,712453,712453|1705340|994501,
34908740,10923444,임영웅,우리들의 블루스,발라드,120711,4589,3090135,47111|1702434,47111|1702434
35643794,11057545,테이,Monologue,발라드,99084,285,32783,12415,2867136
32872978,10479150,방탄소년단,Dynamite,댄스,469933,19045,2887250|1648191,2887250|1648191,
33496587,10610525,"경서예지, 전건호",다정히 내 이름을 부르면,발라드,217868,381,641751|237650,641751|237650,641751
34754292,10890384,i-dle (아이들),TOMBOY,록/메탈,245746,3558,1050107,1050107|778848|3080986,778848|3080986|1050107
36001290,11140018,H1-KEY (하이키),건물 사이에 피어난 장미 (Rose Blossom),댄스,124771,1305,895389,622071,622071
35008524,10923444,임영웅,다시 만날 수 있을까,발라드,97632,3051,1088,1088,610062
36404853,11233031,허각,물론,발라드,70070,142,3616,4676,2867136
35595136,11045985,지코 (ZICO),새삥 (Prod. ZICO) (Feat. 호미들),랩/힙합,152988,897,602056|2754650|2753718,602056|778848,602056|778848
36334401,11215072,임한별,사랑하지 않아서 그랬어,발라드,76254,243,3135555,3135555,3135555|3257247|3136140
30244931,10037969,방탄소년단,봄날,랩/힙합,513542,14290,168642|725991|1203128|4079|1459544|1203125|725988,168642|725991|1203128|4079|1459544|1203125|725988,
36034936,11146937,태양,VIBE (feat. Jimin of BTS),댄스,105615,1750,247621|2748606,605902|608455|2748606|247621|725985|756340,756340|608455
33507137,10612483,방탄소년단,Butter,댄스,299213,7724,701495|2894574|2939015|725991|2939017|2939019|2939020,701495|2894574|2939015|725991|2939017|2939019|2939020,
35640077,11033394,BLACKPINK,Shut Down,랩/힙합,131876,1999,605902|924443|2748606,605902|756340,756340
35361345,10995477,10CM,그라데이션,"인디음악, 포크/블루스",190675,503,468244,468244|606302,468244|9467|685055|680219|2020520
34787226,10897407,주호,내가 아니라도,발라드,115013,211,683631|859537,683631|859537,859537
36713850,11309190,AKMU (악뮤),후라이의 꿈,포크/블루스,139958,667,712453,712453|12081,
36206259,11188020,FIFTY FIFTY,Cupid,댄스,131201,1572,2907660|2749946|3156916|3157451|3203382|3203384,3157451|3203382|3203384,2907660|3157451|3203382|3203384
30962526,10149492,폴킴,"모든 날, 모든 순간 (Every day, Every Moment)","발라드, 국내드라마",437920,1131,781005,781005,781005
32508053,10412319,임영웅,이제 나만 믿어요,성인가요/트로트,182948,6664,511981,4676,4676|602391
35953611,11128774,우디 (Woody),Say I Love You,발라드,91764,96,563552,151315|510537,625291
36616378,11285867,우디 (Woody),사막에서 꽃을 피우듯,발라드,111842,855,2896926,2896926,788430
34927767,10925762,BIG Naughty (서동현),정이라고 하자 (Feat. 10CM),R&B/Soul,238018,828,2744750,2190430|2744750|2885367,2190430
35542908,11033394,BLACKPINK,Pink Venom,랩/힙합,164200,3057,605902|924443,605902|756340|633071|3121927,756340|633071|3121927
34349913,10798794,IVE (아이브),ELEVEN,댄스,199544,1747,631031|2872412|781327|861809,2872412|781327|861809,2872412|861809|2736643
35009233,10939458,LE SSERAFIM (르세라핌),FEARLESS,댄스,118980,1846,828992|741850|710659|3093358|3093357|3093356|4079|1759392|2967244|3093354|2086744|3093352|2633230,828992|741850|710659|3093358|3093357|3093356|4079|1759392|2967244|3093354|2086744|3093352|2633230,
31666417,10260858,잔나비,주저하는 연인들을 위해,"인디음악, 록/메탈",448599,3666,772258,772258|772255|772257,772258|772255|772257|763974
